timestamp,src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,bytes_received,flags,duration,action
2025-06-01 16:30:50,165.13.73.249,215.57.127.214,35831,21,17,1072,9201,18,0.66,allow
2025-06-01 02:38:15,254.99.220.222,145.117.79.97,47322,443,6,997,3212,0,1.95,allow
2025-06-01 16:09:17,134.144.50.12,93.249.165.48,18318,25,6,1936,4297,1,1.23,allow
2025-06-01 05:41:03,172.255.197.249,219.120.24.177,7493,25,17,719,9590,18,0.93,allow
2025-06-01 05:55:39,255.108.136.130,238.5.14.204,44308,22,6,1066,1693,48,0.89,allow
2025-06-01 02:37:15,176.119.105.249,30.5.32.135,21165,443,6,193,5748,48,0.57,flagged
2025-06-01 13:41:52,124.102.183.215,115.82.93.212,57762,443,6,1938,1124,2,1.78,allow
2025-06-01 16:36:59,53.27.147.92,181.20.144.47,11630,443,6,652,3287,2,0.48,allow
2025-06-01 20:44:33,11.123.224.223,203.207.12.87,32550,22,6,1204,3342,32,1.91,allow
2025-06-01 20:53:21,139.14.96.192,114.141.176.83,14184,22,6,229,2445,32,1.86,allow
2025-06-01 22:47:04,199.228.240.76,110.93.97.195,12855,80,6,346,2550,1,1.14,allow
2025-06-01 08:24:45,194.231.96.88,61.181.218.160,12015,80,6,521,5857,2,0.35,allow
2025-06-01 10:43:37,34.47.213.221,52.25.92.76,59246,443,6,1159,6854,18,0.64,allow
2025-06-01 00:37:48,68.245.189.248,150.57.149.201,56855,80,6,984,6185,2,1.68,flagged
2025-06-01 23:16:01,190.117.95.94,158.248.129.28,23897,25,17,916,5830,16,1.37,flagged
2025-06-01 21:35:56,185.105.95.173,148.254.242.84,19332,53,6,915,6936,24,1.97,allow
2025-06-01 14:57:33,57.244.8.162,139.28.193.249,38401,80,6,1496,4189,64,1.82,allow
2025-06-01 01:27:48,43.88.229.2,82.74.9.31,4790,80,6,296,7262,1,0.18,flagged
2025-06-01 09:37:29,239.88.21.45,84.248.240.215,15398,22,6,816,2740,24,0.15,allow
2025-06-01 08:19:11,113.229.250.237,112.248.222.43,16460,20759,6,32979,9326,48,1.83,flagged
2025-06-01 02:55:33,234.52.76.91,99.142.49.104,34517,38446,17,17622,3037,0,0.89,flagged
2025-06-01 18:46:43,196.193.125.1,175.183.35.186,29723,443,6,703,8730,0,1.28,allow
2025-06-01 08:53:22,230.27.65.164,221.55.3.155,28921,21,6,1036,1399,64,0.43,allow
2025-06-01 21:08:20,124.85.210.45,135.73.15.164,53295,21,17,1022,9908,2,1.51,allow
2025-06-01 09:23:59,144.42.98.113,23.31.234.112,31556,53,6,343,8483,0,0.95,allow
2025-06-01 09:18:39,166.62.147.130,226.232.37.113,31925,53,17,1688,3143,64,1.54,allow
2025-06-01 15:34:58,78.53.71.190,161.74.112.153,46149,25,17,1379,9289,24,1.08,allow
2025-06-01 01:01:12,137.175.132.224,93.142.153.239,31855,80,6,548,6239,1,0.96,allow
2025-06-01 17:04:34,147.33.166.137,248.217.103.143,8420,22,6,1207,8598,24,1.5,allow
2025-06-01 16:27:10,112.59.87.211,110.99.155.229,48621,53,6,456,6974,16,0.51,allow
2025-06-01 20:33:09,26.100.101.203,131.15.116.194,30469,45616,6,7213,3345,16,1.1,flagged
2025-06-01 07:38:17,155.211.163.10,225.234.160.63,28029,35458,17,13322,539,0,2.11,flagged
2025-06-01 03:40:12,98.15.181.162,130.139.45.237,62769,35819,17,11643,3086,1,0.39,flagged
2025-06-01 11:27:17,11.64.123.231,168.22.120.107,22940,25,6,1421,3226,32,1.96,allow
2025-06-01 21:04:03,215.57.219.28,38.59.83.61,45778,25,17,372,5705,16,0.17,allow
2025-06-01 19:55:32,116.153.84.245,193.74.192.186,1298,47784,6,46153,1070,1,1.97,flagged
2025-06-01 15:44:41,132.117.248.16,26.182.142.172,56584,22,6,1218,9698,32,1.41,allow
2025-06-01 23:03:34,107.144.85.153,235.107.95.73,20825,443,6,516,1557,24,0.23,flagged
2025-06-01 03:53:10,124.87.177.81,155.140.126.34,54393,22,6,1076,6322,0,1.49,flagged
2025-06-01 20:34:25,189.57.3.225,123.16.170.74,40121,14826,17,43937,1888,64,2.32,flagged
2025-06-01 01:48:07,245.236.93.227,219.253.6.116,60446,443,6,645,7438,2,1.21,flagged
2025-06-01 20:16:22,80.99.77.63,122.4.17.3,48194,24906,17,35697,5746,2,2.04,flagged
2025-06-01 20:28:34,65.211.27.187,50.154.107.168,10279,25,17,1933,7070,48,0.95,allow
2025-06-01 17:49:06,74.61.79.203,74.76.235.66,35429,3411,6,32512,7759,16,1.56,flagged
2025-06-01 07:41:42,42.56.55.80,236.244.97.183,19989,80,6,1831,489,32,0.25,allow
2025-06-01 08:36:30,190.53.108.111,235.160.168.151,17626,53,6,1476,2426,16,0.87,allow
2025-06-01 15:45:39,234.92.64.17,220.93.138.159,27588,80,6,662,9696,16,0.83,allow
2025-06-01 09:52:33,111.134.108.63,22.236.112.252,5235,25,6,1649,4927,18,0.68,allow
2025-06-01 21:43:42,208.166.28.82,230.34.209.136,57171,53,17,1452,3590,18,0.91,allow
2025-06-01 23:48:04,121.54.47.55,13.141.28.175,14700,22,6,1237,2095,32,0.24,allow
2025-06-01 09:03:17,240.83.48.220,177.232.183.44,33536,80,6,1497,6491,24,1.49,allow
2025-06-01 17:31:05,184.144.30.93,77.213.113.63,55143,22,6,169,3928,32,1.51,allow
2025-06-01 04:58:36,134.67.72.23,117.231.130.70,50572,80,6,1871,9249,16,0.25,allow
2025-06-01 02:37:09,148.161.5.34,179.38.255.32,52120,443,6,456,7352,0,1.21,flagged
2025-06-01 00:34:55,49.115.148.74,136.110.21.241,26035,22,6,461,4159,24,0.65,allow
2025-06-01 10:00:49,173.62.77.111,105.138.11.80,60959,21,6,528,5892,0,1.88,allow
2025-06-01 10:29:58,41.136.58.65,65.59.86.68,9125,443,6,1668,6207,64,0.97,allow
2025-06-01 11:05:44,46.191.34.227,35.44.4.223,29048,25,6,511,5998,0,1.23,allow
2025-06-01 06:02:15,49.223.56.125,210.64.201.7,50555,8129,17,33955,1891,64,1.8,flagged
2025-06-01 22:11:39,79.52.187.30,58.133.250.232,21184,80,6,1339,9535,0,1.86,allow
2025-06-01 00:37:46,229.71.73.136,121.144.200.93,7025,25,17,1996,7134,48,0.68,flagged
2025-06-01 10:45:29,102.216.145.248,184.46.84.16,29477,443,6,1189,9599,48,0.79,allow
2025-06-01 03:22:15,72.51.126.234,65.187.82.41,26103,443,6,795,4633,16,1.48,flagged
2025-06-01 20:42:03,116.38.179.141,49.199.188.193,35415,80,6,1421,2139,18,1.26,allow
2025-06-01 03:12:07,246.207.10.219,36.215.33.17,64351,443,6,887,8016,0,1.68,flagged
2025-06-01 10:01:52,222.186.48.126,98.76.241.109,17315,53,17,599,4603,64,0.3,allow
2025-06-01 18:02:40,148.60.210.240,204.98.16.195,27304,54232,6,46681,2820,2,1.57,flagged
2025-06-01 22:16:12,232.6.27.146,170.134.178.36,20517,443,6,1106,2678,1,1.73,allow
2025-06-01 08:37:26,40.247.231.50,163.124.168.232,4055,21,6,975,8858,32,1.77,allow
2025-06-01 17:34:56,16.52.45.251,205.118.64.125,53969,25,17,808,5166,0,1.22,allow
2025-06-01 09:20:32,121.151.223.157,217.157.196.139,2134,21,17,951,7717,1,1.62,allow
2025-06-01 07:21:35,145.122.158.164,89.106.89.35,5930,35864,6,47301,4225,0,1.95,flagged
2025-06-01 01:32:02,44.91.103.74,49.152.176.81,43693,80,6,966,3950,1,1.99,flagged
2025-06-01 22:31:35,130.237.23.213,181.149.128.175,25125,22032,17,4205,3688,32,0.76,flagged
2025-06-01 03:14:44,148.229.29.29,59.43.106.244,2515,25,17,871,8881,24,1.58,flagged
2025-06-01 17:55:16,113.63.14.204,39.182.255.123,46998,38300,6,41509,9553,48,0.45,flagged
2025-06-01 19:13:38,226.64.253.20,240.37.168.126,17837,80,6,1147,2562,24,0.92,allow
2025-06-01 13:24:05,10.105.255.199,57.29.72.48,12526,14746,6,19272,6446,0,1.06,flagged
2025-06-01 22:40:05,184.176.235.19,162.239.180.90,20004,37164,17,46966,7768,64,2.94,flagged
2025-06-01 06:33:54,110.102.1.124,35.79.205.197,17453,5418,17,16818,9465,16,2.03,flagged
2025-06-01 21:54:59,185.79.86.249,79.154.243.78,47627,80,6,1486,3805,0,0.37,allow
2025-06-01 12:11:44,203.155.39.68,254.68.167.102,13500,25,6,612,5903,2,1.58,allow
2025-06-01 15:31:50,225.238.42.75,207.183.55.9,53805,80,6,1537,4909,16,0.31,allow
2025-06-01 04:02:07,27.31.13.145,97.212.1.20,9779,80,6,203,8308,18,0.58,flagged
2025-06-01 20:33:38,254.75.65.127,46.209.134.131,47719,21,6,1773,7136,18,1.12,allow
2025-06-01 05:15:05,246.95.172.90,61.29.28.249,33251,443,6,872,7423,24,1.21,flagged
2025-06-01 20:56:43,209.122.170.213,190.187.3.210,36967,8016,6,28889,8137,24,2.87,flagged
2025-06-01 13:47:21,141.55.225.234,201.97.167.149,9746,25,17,279,471,64,0.7,allow
2025-06-01 20:21:00,28.60.149.2,130.3.161.31,42005,53,6,671,8368,16,1.08,allow
2025-06-01 02:13:08,196.146.131.20,198.55.135.172,35328,443,6,538,1260,48,1.54,flagged
2025-06-01 04:21:31,66.205.12.36,118.68.62.170,59645,80,6,658,3999,64,0.46,flagged
2025-06-01 04:56:01,151.214.41.217,213.98.122.244,13950,53,17,1638,2173,18,0.4,flagged
2025-06-01 04:47:46,213.61.60.50,153.243.76.212,46098,30670,6,44948,9804,24,2.19,flagged
2025-06-01 00:18:34,30.91.208.159,240.4.103.242,2317,80,6,1411,613,1,1.26,flagged
2025-06-01 09:24:39,4.26.65.186,25.123.203.81,46391,22,6,363,3978,0,0.9,allow
2025-06-01 19:18:22,86.81.37.219,79.155.162.217,18273,25,17,239,3914,2,1.74,allow
2025-06-01 16:44:34,103.6.101.110,241.44.26.139,55418,25,17,353,7187,0,1.77,allow
2025-06-01 05:07:44,38.54.247.15,83.207.226.42,35722,443,6,951,6424,0,1.58,flagged
2025-06-01 20:10:46,159.75.78.146,42.4.214.12,48362,25,6,1268,4474,24,0.6,allow
2025-06-01 09:31:02,134.135.123.27,203.122.8.208,39400,53,17,1448,9823,16,1.71,allow
2025-06-01 06:17:51,134.252.214.86,221.142.82.90,40245,21,17,503,4705,32,1.23,allow
2025-06-01 06:33:39,34.178.163.15,161.26.213.233,43207,443,6,582,9974,16,0.82,allow
2025-06-01 16:21:16,98.249.189.208,207.230.9.246,59530,20069,17,42437,5763,18,2.36,flagged
2025-06-01 18:34:27,116.53.220.101,127.195.153.142,35910,21,6,1819,801,18,1.05,allow
2025-06-01 12:51:36,11.69.211.61,57.117.73.194,56207,46467,6,22337,870,18,1.62,flagged
2025-06-01 12:08:48,67.153.147.189,248.199.152.83,27463,80,6,392,7537,32,0.39,allow
2025-06-01 13:11:47,179.150.223.181,162.158.66.140,6801,21,6,1460,8109,64,0.38,allow
2025-06-01 21:53:06,56.10.131.153,176.81.57.247,61370,21,6,895,6163,48,1.21,allow
2025-06-01 16:20:54,43.207.166.52,94.53.182.38,51105,443,6,1649,6155,2,0.6,allow
2025-06-01 11:57:25,80.109.230.102,32.187.24.116,37716,443,6,500,6217,48,1.79,allow
2025-06-01 21:47:14,175.72.102.161,92.23.30.132,40830,80,6,1296,1831,64,1.66,allow
2025-06-01 15:03:32,156.52.144.64,55.33.161.182,13306,59254,6,20138,2409,0,1.42,flagged
2025-06-01 13:10:01,178.246.47.7,192.132.84.122,14393,53,6,1986,5766,1,1.89,allow
2025-06-01 11:15:30,158.66.17.220,12.169.246.108,6890,59286,6,8108,278,2,2.74,flagged
2025-06-01 19:25:44,205.134.236.106,52.249.250.48,60550,80,6,1878,2163,24,0.31,allow
2025-06-01 02:56:28,175.146.90.74,26.229.3.61,14572,53,17,1471,6537,16,0.76,flagged
2025-06-01 13:54:13,113.200.196.233,42.168.239.54,48739,45609,6,14261,3741,2,1.17,flagged
2025-06-01 05:17:28,132.123.91.83,164.163.74.200,43175,22,6,298,9807,1,1.73,flagged
2025-06-01 09:11:17,163.156.48.43,61.189.58.57,30068,23899,6,43731,1512,32,1.05,flagged
2025-06-01 02:01:34,97.209.69.164,120.62.62.229,54180,22,6,787,7743,1,0.99,flagged
2025-06-01 11:19:33,88.170.99.234,143.115.233.224,56051,57882,17,2717,271,18,1.85,flagged
2025-06-01 03:31:51,90.227.254.158,127.135.16.238,15571,80,6,455,1158,32,1.68,flagged
2025-06-01 18:36:17,103.40.89.91,168.107.253.216,1705,39550,17,31623,3274,48,0.15,flagged
