timestamp,src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,bytes_received,flags,duration,action
01-06-2025 05:48,46.12.169.178,143.238.53.121,6579,25,17,1446,7811,24,1.32,flagged
01-06-2025 11:23,67.114.62.111,172.59.109.174,34976,59079,17,44162,5926,64,1.94,flagged
01-06-2025 13:09,230.82.244.189,160.243.56.83,58061,53,17,1904,6887,18,1.44,allow
01-06-2025 00:05,168.200.166.19,182.177.148.104,43432,80,6,314,1602,1,1.88,flagged
01-06-2025 22:50,194.206.196.71,80.106.11.106,30889,80,6,1040,5096,24,1.17,allow
01-06-2025 16:45,254.225.239.184,111.226.59.235,1997,28438,6,3488,3981,16,1.42,flagged
01-06-2025 17:35,125.59.186.8,34.98.173.219,50579,21,17,1661,9218,64,1.56,allow
01-06-2025 14:12,140.239.203.192,111.128.72.248,30724,22,6,662,3892,64,0.51,allow
01-06-2025 08:43,91.255.43.98,169.121.97.131,12097,53,6,1353,9693,32,1.94,allow
01-06-2025 00:29,139.46.39.75,199.207.66.229,49268,22,6,1220,1220,0,0.41,flagged
01-06-2025 06:06,29.217.159.1,120.246.63.28,14618,21,17,1020,4670,24,1.32,allow
01-06-2025 03:44,237.88.50.226,14.156.39.2,9616,80,6,687,1801,16,1.89,flagged
01-06-2025 05:09,100.52.145.207,136.22.44.48,10815,21,17,1178,5675,24,1.81,flagged
01-06-2025 08:36,219.104.99.7,102.248.182.111,54626,25,6,785,5444,18,1.12,allow
01-06-2025 16:01,183.36.232.35,227.153.159.131,54194,80,6,1603,7597,2,0.73,allow
01-06-2025 13:05,222.106.163.14,187.160.42.55,25488,25,17,898,2447,32,1.03,allow
01-06-2025 08:25,157.221.8.122,237.142.51.211,18834,25,6,1980,3967,0,0.36,allow
01-06-2025 05:36,208.153.126.189,214.43.151.147,45699,25,17,1392,6249,24,0.91,flagged
01-06-2025 13:29,225.34.13.197,181.123.35.156,65271,43911,6,7554,3528,1,2.66,flagged
01-06-2025 03:16,90.91.65.98,64.128.56.168,36507,53,6,1219,6334,2,0.43,flagged
01-06-2025 19:22,12.241.2.137,235.80.239.117,59502,25,6,1876,4008,2,1.14,allow
01-06-2025 05:55,178.5.106.8,190.164.233.172,15514,443,6,505,3015,18,0.44,flagged
01-06-2025 08:56,162.129.49.107,33.34.251.120,27308,80,6,352,1745,64,1.84,allow
01-06-2025 22:30,151.99.161.56,48.252.20.44,20798,39356,17,19552,8877,2,0.78,flagged
01-06-2025 16:08,234.81.40.39,24.93.138.244,1954,59705,6,22872,3336,2,1.94,flagged
01-06-2025 14:17,253.95.50.105,69.233.109.154,26242,53,17,1562,5968,48,0.64,allow
01-06-2025 05:53,84.19.26.189,225.57.76.49,1130,22,6,1542,1469,0,0.13,allow
01-06-2025 12:25,228.252.247.113,128.205.254.224,42441,443,6,1304,305,1,0.23,allow
01-06-2025 14:27,250.41.120.243,94.93.212.84,64171,80,6,819,5845,48,1.12,allow
01-06-2025 07:52,64.13.27.33,137.139.46.251,41624,53,6,504,2377,24,1.81,allow
01-06-2025 15:58,19.216.96.210,158.242.79.205,14557,22,6,1061,9939,2,1.61,allow
01-06-2025 08:46,107.217.18.56,102.124.234.181,65369,25,17,1033,3056,64,0.76,allow
01-06-2025 23:25,86.90.147.64,127.178.90.197,25209,22,6,1849,5524,2,0.91,allow
01-06-2025 00:29,126.20.127.40,152.251.104.229,52120,80,6,1388,5965,18,0.96,flagged
01-06-2025 23:04,211.242.244.134,190.70.80.129,16997,53,17,1739,2604,24,1.19,flagged
01-06-2025 07:56,111.168.87.105,102.188.247.185,51059,80,6,799,9407,24,1.34,allow
01-06-2025 01:08,171.244.75.103,86.66.64.251,16216,22,6,749,2930,18,1.48,allow
01-06-2025 21:39,244.147.110.53,76.169.110.247,31524,7476,17,45870,6505,16,0.48,flagged
01-06-2025 10:37,60.219.69.246,81.3.217.131,12322,32622,17,25833,2250,32,2.51,flagged
01-06-2025 07:48,180.66.16.129,128.79.5.40,38020,22201,6,17552,6514,0,0.86,flagged
01-06-2025 17:35,27.67.229.229,174.102.174.127,23757,5523,17,49295,5990,64,0.97,flagged
01-06-2025 02:35,224.238.246.135,28.242.13.51,64189,48382,17,28255,1117,32,1.62,flagged
01-06-2025 03:04,239.81.78.138,115.66.255.168,40503,21,6,1524,8597,48,0.44,flagged
01-06-2025 08:18,199.14.215.171,249.117.13.45,42707,21,6,365,6264,18,0.85,allow
01-06-2025 22:37,160.4.165.66,69.167.9.35,54421,443,6,603,5995,16,1.48,allow
01-06-2025 17:27,182.81.157.226,238.131.80.151,63054,80,6,293,1345,32,1.52,allow
01-06-2025 15:32,240.132.154.33,208.7.121.196,38081,22,6,1637,5148,64,0.25,allow
01-06-2025 05:55,61.202.182.8,106.171.186.159,36397,25,17,1544,4763,0,0.52,flagged
01-06-2025 01:28,254.171.135.1,14.202.158.240,54147,55070,17,21136,1254,64,1.89,flagged
01-06-2025 23:04,106.66.169.77,225.197.54.48,50245,80,6,1343,9294,18,1.52,flagged
01-06-2025 01:20,190.100.49.50,164.122.173.158,38235,21,17,671,1708,0,1.07,flagged
